sig_cutted,sig_cutted2
166.7981,39.50838
207.0255,40.65144
228.1953,42.58296
254.6684,44.9854
237.3917,42.49599
202.9945,40.36428
146.869,37.36664
108.1194,36.6049
57.93047,33.80011
36.45034,33.67899
50.50321,34.69094
71.3681,37.0336
115.7075,39.06914
151.6537,39.67854
199.8527,44.00581
222.6754,43.67616
197.8144,41.51472
188.8964,39.44698
160.034,35.49488
123.7643,32.24161
110.1581,27.65513
106.121,27.12757
103.3534,25.06689
109.452,26.3383
109.5102,28.48663
110.9573,30.39453
104.338,33.16587
101.792,36.80127
95.55075,37.85784
85.97066,38.44364
80.16316,38.95671
76.6832,36.02684
76.42445,33.54741
79.49536,31.64552
96.67281,27.28466
107.657,27.32956
129.5251,26.46625
140.9766,27.12799
145.2735,27.53308
145.5265,27.88557
131.8435,27.55046
119.1088,26.70321
103.1343,24.81648
91.28408,24.30179
87.35238,23.53964
88.30714,23.35892
94.9651,24.71112
108.9559,24.65111
119.9968,25.24807
124.2014,25.68622
132.959,24.0992
128.0082,24.53439
122.4736,23.04135
119.8218,23.01871
117.417,24.95757
129.754,25.56925
129.5478,26.92862
136.4517,27.23301
158.8925,27.65032
155.3554,26.73052
149.2814,24.27356
158.7189,22.53269
139.0318,21.01871
121.7985,18.60108
109.0564,18.88278
97.29386,18.80998
86.65333,19.79305
90.12217,22.29768
90.73486,25.6255
109.1401,26.9165
108.2076,28.96517
121.7571,28.84212
134.1072,28.3027
130.108,26.51148
133.0961,25.24908
140.8597,23.26529
121.54,25.51902
112.8258,26.19181
105.6381,26.31978
96.76643,29.81433
86.1739,30.71584
86.66202,31.59959
85.86501,32.91478
93.79118,33.52283
109.6724,32.45002
123.9348,30.99299
134.3455,31.43664
168.481,28.79793
143.3035,28.92597
138.2778,30.06088
130.8042,30.28655
126.4193,30.5476
121.997,32.17847
132.5353,31.92727
142.9234,31.81048
142.7403,30.88369
149.1504,29.19666
144.6194,28.86883
134.7911,28.11271
162.1452,26.92246
130.6681,27.96379
130.8506,27.73079
139.9383,27.57605
153.7211,29.29945
177.6209,32.06858
202.0156,34.39142
231.9168,37.57416
242.337,39.4273
222.7788,38.95242
213.0303,38.55732
196.2923,36.58315
177.0243,35.96659
159.1311,34.89643
152.5359,35.21126
120.2926,33.87409
106.2218,33.31641
97.86894,32.44189
91.30033,28.94857
97.40197,29.52827
107.4917,27.35759
107.027,26.09485
106.386,27.76871
97.44321,27.78382
90.99781,29.54431
89.16912,31.45729
81.87659,32.85685
86.07413,33.43338
83.88562,33.50816
81.45732,34.29433
85.23926,33.00746
85.52329,32.58298
83.95782,31.13824
94.02748,30.31144
87.16824,30.08838
90.89951,28.35293
86.80805,30.28875
89.0245,30.73597
82.89497,31.83937
89.41155,33.39487
100.5825,35.30592
118.5809,34.86228
133.2463,34.05682
154.1292,33.55571
155.5765,30.59396
149.2571,29.43533
139.9754,28.74434
126.0704,27.90645
123.7871,27.44634
125.8647,29.52149
135.4395,30.30001
159.2215,30.6443
170.2687,33.83664
175.3739,34.36398
170.8922,33.30762
171.2851,33.83078
140.4725,30.29185
123.371,29.63313
110.9836,28.0063
94.41518,27.64912
86.44749,29.60985
94.21664,29.8093
112.1236,31.14922
132.73,33.53007
157.974,32.74297
177.0539,33.652
187.9286,33.31789
186.6898,31.84851
162.8449,29.38587
162.1509,29.12068
136.0527,27.49684
119.5436,28.14732
128.8978,29.24114
117.3113,29.57484
110.3795,28.85659
125.1743,29.4396
121.1641,27.9991
134.267,27.88129
152.9384,28.19359
156.0075,27.83677
166.8143,27.12032
161.2257,25.596
152.8085,24.37698
